IDN5,NM5
859621,Sútor
859630,Svätoplukovo
859648,Svätuš
859656,Svätý Kríž
859681,Svederník
859702,Sverepec
859711,Sveržov
859729,Svetlice
859737,Svidnička
859745,Svidník
859851,Svinia
859877,Svinica
859885,Svinice
859907,Svinná
859923,Svit
859940,Maďarský Svodín
859966,Svodov
859974,Svrbice
860018,Svrčinovec
860123,Tornaľa
860131,Železné
860158,Šahy
860174,Šajdíkove Humence
860182,Šaľa
860301,Šalgočka
860310,Šalgovce
860328,Šalgovík
860344,Šalov
860361,Šambron
860379,Čilistov
860387,Šamorín
860417,Šamudovce
860433,Šandal
860441,Šarbov
860468,Lipníky
860476,Šarišská Poruba
860484,Šarišská Trstená
860492,Šarišské Bohdanovce
860506,Šarišské Čierne
860514,Šarišské Dravce
860522,Šarišské Jastrabie
860549,Šarišské Lužianky
860557,Šarišské Michaľany
860565,Šarišské Sokolovce
860573,Šarišský Štiavnik
860581,Šarkan
860603,Malé Šarovce
860611,Veľké Šarovce
860620,Veselá
860638,Šašová
860654,Šášovské Podhradie
860671,Stráže nad Myjavou
860689,Šaštín
860697,Šávoľ
860701,Šebastovce
860719,Šebešťanová
860735,Šelpice
860743,Šemetkovce
860751,Šemša
860760,Malé Šenkvice
860778,Veľké Šenkvice
860786,Šiatorská Bukovinka
860816,Šiba
860824,Šíd
860832,Šimonovce
860841,Šindliar
860859,Šintava
860867,Horné Šipice
860875,Dolné Šipice
860883,Šípkov
860905,Šípkové
860913,Širákov
860921,Širkovce
860948,Široké
860972,Šišov
860981,Šivetice
860999,Šmigovec
861006,Šoltýska
861014,Šoporňa
861049,Špačince
861057,Špania Dolina
861065,Španie Pole
861073,Šrobárová
861081,Štefanov
861090,Dolný Štefanov
861103,Horný Štefanov
861111,Štefanová
861120,Štefanovce
861138,Štefanovce
861162,Štefanovičová
861171,Štefurov
861189,Šterusy
861197,Štiavnické Bane
861201,Štiavnička
861324,Štiavnik
861341,Štítnik
861359,Štós
861375,Štrba
861405,Štrbské Pleso
861421,Štrkovec
861545,Nána
861553,Štúrovo
861782,Štvrtok
861791,Štvrtok na Ostrove
861804,Šuja
861812,Šuľa
861847,Šulekovo
861871,Šumiac
861898,Šurany
862231,Šurianky
862258,Šurice
862266,Valtov Šúr
862274,Veľké Šúrovce I
862282,Zemianske Šúrovce
862291,Veľké Šúrovce II
862304,Horné Šútovce
862312,Dolné Šútovce
862347,Šútovo
862371,Švábovce
862401,Švedlár
862436,Telgárt
862444,Švošov
862452,Tachty
862461,Tajná
862487,Tajov
862509,Ťapešovo
862517,Tarnov
862525,Tašuľa
862568,Tatranská Lomnica
862584,Tehla
862592,Tekolďany
862606,Tekovská Breznica
862614,Hulvinky
862622,Tekovské Lužany
862631,Tekovské Lužianky
862665,Tekovské Nemce
862673,Hontianske Trsťany
862681,Dolný Tekovský Hrádok
862690,Horný Tekovský Hrádok
862703,Telince
862711,Temeš
862720,Teplička
862738,Šafárka
862754,Teplička nad Váhom
862762,Tepličky
862771,Teplý Vrch
862789,Dolné Terany
862797,Horné Terany
863041,Terchová
863084,Teriakovce
863092,Terňa
863114,Tesáre
863122,Mlyňany
863149,Tesáre nad Žitavou
863157,Tešedíkovo
863165,Tešmák
863173,Tibava
863190,Tichý Potok
863203,Timoradza
863211,Tisinec
863220,Tisovec
863416,Tlmače
863424,Točnica
863432,Tokajík
863459,Tomášikovo
863475,Malý Madaras
863491,Tomášov
863505,Tomášovce
863513,Tomášovce
863521,Tôň
863530,Topoľa
863548,Topoľčany
863882,Topoľčianky
863912,Topoľnica
863921,Dolné Topoľníky
863939,Horné Topoľníky
863955,Ňárad
863971,Topoľovka
863998,Toporec
864005,Torysa
864021,Torysky
864030,Tovarné
864048,Tovarnianska Polianka
864056,Tovarníky
864064,Trakovice
864081,Trávnica
864099,Trávnik
864102,Trebatice
864137,Trebejov
864161,Trebeľovce
864170,Trebichava
864188,Trebišov
864315,Trebostovo
864323,Trebušovce
864358,Trenč
864374,Trenčianska Teplá
864391,Trenčianska Turná
864404,Trenčianske Bohuslavice
864412,Trenčianske Jastrabie
864421,Trenčianske Mitice
864455,Trenčianske Teplice
864528,Trenčín
864668,Trenčianske Biskupice
864714,Horné Mýto
864731,Trhová Hradská
864757,Trhovište
864765,Malá Tŕňa
864773,Veľká Tŕňa
864790,Trnava
865265,Trnavá Hora
865273,Trnava pri Laborci
865290,Trnávka
865303,Trnávka
865311,Budička
865338,Kašova Lehôtka
865346,Tŕnie
865354,Trnkov
865371,Trnové
865389,Trnovec
865397,Horný Jatov
865427,Trnovec nad Váhom
865435,Trnovo
865443,Tročany
865451,Trpín
865460,Trsťany
865478,Trstená
865486,Trstená na Ostrove
865494,Trstené
865508,Trstené pri Hornáde
865524,Trstice
865532,Tŕstie
865559,Trstín
865567,Trubín
865575,Tuhár
865583,Tuhrina
865605,Tuchyňa
865613,Tulčík
865630,Chorvatice
865648,Tupá
865656,Turá
865702,Turá Lúka
865788,Turany
865796,Turany nad Ondavou
865800,Vyšný Hrabovec
865818,Turcovce
865826,Dolný Turček
865834,Horný Turček
865842,Turčianky
865851,Turčianska Štiavnička
865869,Turčianske Kľačany
865877,Turčianske Teplice
865907,Turčiansky Ďur
865923,Turčiansky Michal
865931,Turčiansky Peter
865940,Turčok
865958,Tureň
865966,Zonc
865974,Turíčky
865982,Turie
865991,Turík
866008,Háj
866016,Turňa nad Bodvou
866024,Turová
866075,Turkov
866083,Turzovka
866121,Tušice
866130,Tušická Nová Ves
866148,Tužina
866156,Tvarožná
866164,Tvrdomestice
866172,Medvedzie
866181,Tvrdošín
866211,Tvrdošovce
866237,Ubľa
866245,Úbrež
866253,Udavské
866261,Uderiná
866270,Udiča
866318,Údol
866334,Uhliská
866342,Úhorná
866351,Uhorská Ves
866369,Vislavce
866377,Uhorské
866385,Látkovce
866393,Uhrovec
866407,Uhrovské Podhradie
866415,Újazd
866423,Uľanka
866431,Úľany nad Žitavou
866440,Ulič
866458,Uličské Krivé
866466,Uloža
866482,Uňatín
866491,Unín
866539,Urmince
866563,Ústie nad Priehradou
866571,Oravské Hámre
866580,Osada
866598,Uzovce
866628,Rakytník
866644,Uzovská Panica
866661,Uzovské Pekľany
866679,Uzovský Šalgov
866687,Vaďovce
866695,Vagrinec
866709,Váhovce
866717,Vajkovce
866725,Valaliky
866792,Valaská
867195,Valaská Belá
867233,Valaská Dubová
867250,Valča
867268,Valentová
867276,Valentovce
867284,Valkovce
867314,Vaľkovňa
867331,Vaľkovo
867349,Vaniškovce
867357,Vaňovka
867365,Vápeník
867373,Varadka
867381,Varechovce
867411,Varhaňovce
867438,Nezbudská Lúčka
867446,Varín
867462,Varov Šúr
867471,Vasiľov
867489,Vavrečka
867497,Vavrinec
867501,Vavrišovo
867527,Važec
867543,Včelince
867551,Večelkov
867578,Vechec
867586,Veľaty
867594,Velčice
867608,Revišné
867616,Veličná
867632,Veľká nad Ipľom
867641,Veľká Čalomija
867659,Veľká Čausa
867667,Veľká Čierna
867691,Veľká Dolina
867705,Veľká Franková
867713,Veľká Hradná
867748,Veľká Ida
867772,Veľká Lehota
867781,Veľká Lehôtka
867799,Veľká Lesná
867811,Veľká Lodina
867837,Veľká Lomnica
867845,Veľká Lúka
867853,Veľká Mača
867861,Čukárska Paka
867870,Malá Paka
867888,Veľká Paka
867896,Veľká Poľana
867900,Veľká Ves
867918,Veľká Ves nad Ipľom
867926,Veľké Bedzany
867934,Veľké Bielice
867942,Veľké Bierovce
867951,Veľké Blahovo
867969,Veľké Borové
867977,Veľké Dravce
867985,Veľké Dvorany
867993,Veľké Hoste
868001,Veľké Chlievany
868019,Veľké Chyndice
868035,Veľké Janíkovce
868043,Veľké Kapušany
868132,Veľké Kosihy
868141,Veľké Kostoľany
868159,Zákostoľany
868167,Veľké Košecké Podhradie
868175,Veľké Kozmálovce
868183,Veľké Kršteňany
868191,Veľké Leváre
868205,Veľké Lovce
868213,Veľké Ludince
868221,Veľké Orvište
868230,Veľké Ozorovce
868248,Veľké Pole
868256,Veľké Raškovce
868272,Veľké Revištia
868299,Veľké Ripňany
868540,Veľké Rovné
868582,Veľké Slemence
868591,Veľké Stankovce
868612,Veľké Straciny
868639,Malé Teriakovce
868647,Nižný Skálnik
868663,Veľké Teriakovce
868671,Vrbovce nad Rimavou
868698,Veľké Trakany
868701,Dolné Turovce
868710,Stredné Turovce
868744,Veľké Uherce
868752,Veľké Úľany
868761,Veľké Vozokany
868779,Zalužice
868787,Veľké Zálužie
868833,Veľké Zlievce
868841,Veľkrop
868850,Malý Biel
868868,Veľký Biel
868892,Vyšný Blh
868906,Nižný Blh
868914,Veľký Cetín
868922,Veľký Čepčín
868931,Dolný Ďur
868949,Horný Ďur
868965,Rohožnica
868973,Veľký Folkmar
868990,Veľký Grob
869007,Veľký Horeš
869015,Veľký Kamenec
869023,Ješkova Ves
869031,Klíž
869040,Klížske Hradište
869058,Veľký Krtíš
869139,Veľký Lipník
869147,Veľký Lom
869163,Veľký Slavkov
869171,Veľký Slivník
869198,Veľký Šariš
869201,Veľopolie
869210,Velušovce
869228,Vernár
869236,Ťapkové
869244,Veselé
869252,Veterná Poruba
869261,Vidiná
869279,Vieska
869295,Vieska
869309,Vieska nad Blhom
869317,Vieska nad Žitavou
869350,Vígľaš
869431,Vígľašská Huta-Kalinka
869457,Vikartovce
869465,Vinica
869473,Viničky
869481,Viničné
869503,Vinné
869511,Dolný Vinodol
869520,Horný Vinodol
869546,Vinohrady nad Váhom
869554,Veľké Tŕnie
869571,Malé Tŕnie
869589,Vislanka
869597,Vislava
869619,Visolaje
869627,Višňov
869635,Višňové
869643,Višňové
869651,Višňové
869686,Vištuk
869694,Oravice
869708,Vitanová
869724,Víťaz
869732,Víťazovce
869759,Vítkovce
869767,Vlača
869775,Driečna
869783,Vladiča
869791,Suchá
869813,Vlachovo
869821,Krmeš
869830,Vlachy
869848,Vlašky
869872,Vlčany
869881,Vlčkovce
869899,Vlkanová
869902,Vlkas
869929,Vlková
869937,Vlkovce
869945,Vlky
869953,Vlkyňa
869961,Voderady
869970,Vojany
869996,Vojčice
870005,Vojka
870013,Kyselica
870021,Vojka nad Dunajom
870030,Vojkovce
870048,Vojňany
870056,Vojnatina
870081,Bátorove Kosihy
870099,Vojtovce
870129,Voľa
870137,Volica
870153,Volkovce
870161,Závada
870170,Voznica
870188,Vozokany
870196,Vozokany
870218,Vráble
870226,Vrádište
870251,Nekyje na Ostrove
870269,Vrakúň
870293,Vrakuňa
870307,Vranie
870315,Vranov nad Topľou
870439,Vrbnica
870447,Vrbov
870463,Vrbová nad Váhom
870587,Vrbovce
870595,Vrbové
870617,Vrbovka
870625,Vrchteplá
870633,Vrícko
870641,Vršatské Podhradie
870650,Vrútky
870749,Vtáčkovce
870765,Výborná
870773,Ľudovítová
870781,Výčapy-Opatovce
870790,Vydrany
870811,Vydrná
870820,Vydrník
870846,Vyhne
870862,Východná
870871,Výrava
870897,Vysočany
870901,Vysoká
870919,Vysoká
871061,Vysoká nad Kysucou
871117,Vysoká nad Uhom
871133,Vysoká pri Morave
871141,Vyškovce
871168,Vyškovce nad Ipľom
871184,Vyšná Boca
871192,Vyšná Hutka
871206,Vyšná Jablonka
871214,Vyšná Jedľová
871222,Vyšná Kamenica
871231,Vyšná Myšľa
871249,Vyšná Olšava
871257,Vyšná Pisaná
871265,Vyšná Pokoradz
871273,Vyšná Polianka
871290,Vyšná Rybnica
871303,Vyšná Sitnica
871311,Vyšná Slaná
871346,Vyšná Šebastová
871354,Vyšná Šuňava
871362,Vyšná Voľa
871371,Vyšné Ladičkovce
871389,Vyšné nad Hronom
871401,Vyšné Nemecké
871419,Vyšné Raslavice
871427,Vyšné Remety
871435,Vyšné Repaše
871451,Vyšné Ružbachy
871460,Gregorovce
871478,Vyšné Valice
871486,Vyšný Čaj
871494,Maškovce
871508,Vyšný Hrušov
871516,Vyšný Klátov
871524,Vyšný Komárnik
871532,Vyšný Kručov
871541,Vyšný Kubín
871559,Vyšný Lánec
871575,Vyšný Mirošov
871583,Vyšný Orlík
871591,Vyšný Skálnik
871605,Vyšný Slavkov
871613,Vyšný Tvarožec
871621,Vyšný Žipov
871648,Zábiedovo
871664,Záblatie
871672,Záborie
871681,Záborské
871699,Dvorníky
871702,Včeláre
871711,Zádiel
871729,Zádor
871737,Zádubnie
871745,Záhor
871770,Záhorce
871788,Záhorie
871796,Záhorská Bystrica
872512,Závadka
872547,Závadka
872563,Závadka nad Hronom
872580,Zavar
872598,Orechové
872601,Istebník
872644,Závažná Poruba
872679,Závod
872806,Zázrivá
872822,Zbehňov
872831,Zbehy
872849,Zboj
872857,Zbojné
872873,Zbora
872881,Zborov
872903,Zborov nad Bystricou
872911,Dolné Zbrojníky
872920,Horné Zbrojníky
872946,Zbudská Belá
872954,Zbudské Dlhé
872962,Zbudský Rokytov
872971,Zbudza
872989,Zbyňov
872997,Zeleneč
873004,Zemianska Dedina
873021,Zemianska Olča
873039,Zemianska Závada
873055,Zemianske Kostoľany
873063,Zemianske Lieskové
873080,Zemianske Podhradie
873098,Zemianske Sady
873101,Zemiansky Kvašov
873136,Zemiansky Vrbovok
873152,Zemné
873161,Zemplín
873179,Stanča
873187,Úpor
873195,Zemplínsky Klečenov
873209,Zemplínska Široká
873217,Zemplínska Teplica
873225,Zemplínske Hámre
873241,Zemplínske Hradište
873250,Zemplínske Jastrabie
873268,Zemplínsky Branč
873284,Zlatá Baňa
873322,Zlatá Idka
873349,Zlaté
873365,Čenkovce
873373,Maslovce
873390,Rastice
873420,Prílepy
873438,Zlaté Moravce
873462,Zlatná na Ostrove
873471,Zlatník
873501,Zlatníky
873519,Zlatno
873527,Hanzlíková
873551,Zlatovce
873578,Zliechov
873586,Zohor
873594,Zolná
873608,Zombor
873641,Zubák
873659,Zuberec
873675,Zubné
873683,Zubrohlava
873691,Zvala
873705,Zvolen
873845,Môťová
873900,Zvolenská Slatina
873918,Zvončín
873926,Žabokreky
873934,Žabokreky nad Nitrou
873942,Žakarovce
873951,Žakovce
873969,Žalobín
873977,Žarnov
874001,Žarnovica
874019,Žarnovická Huta
874027,Žaškov
874035,Žatkovce
874051,Žbince
874060,Ždaňa
874108,Tatranská Javorina
874132,Ždiar
874159,Žehňa
874183,Žehra
874205,Železná Breznica
874213,Železník
874248,Mikula
874272,Želiezovce
874281,Želmanovce
874302,Želovce
874311,Dolné Žemberovce
874329,Horné Žemberovce
874337,Žemliare
874353,Žiar
874361,Žiar
874370,Žiar nad Hronom
874515,Horné Opatovce
874558,Žibritov
874574,Žihárec
874591,Žikava
874604,Žilina
874825,Budatín
874876,Závodie
874906,Žilinská Lehota
874914,Žíp
874922,Žipov
874931,Žirany
874949,Kňažice
874957,Opatovce
874965,Hoňovce
874973,Žitavce
874981,Radiša
874990,Žitná
875007,Žlkovce
875015,Župčany
875066,Župkov
875163,Horný chotár
875210,Čakýň
875236,Prostredný Vadičov
875309,Košické Hámre
875317,Malý Folkmar
875333,Valkov
875376,Pavlovo
875384,Malý Kazimír
875414,Ružín
877689,Vieska
877891,Brody
877999,Jazero
878049,Železiarne
879703,Valaškovce-Sever
879711,Malý Kýr
879720,Nemecký Svodín
881171,Nové Ťahanovce
881228,Grunt
881317,Skladná
881406,Nižná Úvrať
882003,Veľká tabuľa
882011,Svätý Štefan
950017,Nové
950025,Nový Horeš
950033,Stredná hora
950041,Záložná
950050,Rúbanice
950068,Primoravské lúky
950076,Záhajné
950084,Sedlište
950092,Sestrč
950106,Tichá dolina
950114,Poteho osada
950122,Ľubické Kúpele
950131,Ruskinovce
950149,Hniezdno
950157,Blažov
950165,Dvorce
991911,Lešť II
991929,Podjavorie II
991945,Nivky
991953,Obora
991961,Šranek
991970,Bažantnica
991988,Červený Kríž
991996,Riadok
992003,Turecký vrch
992151,Valaškovce-Stred
992160,Valaškovce-Juh
