fid;NM2;NM3;NM4;NM5;x;y
703;Prešovský;Levoča;Granč-Petrovce;Granč-Petrovce;20.80618604;48.99660287
732;Prešovský;Levoča;Harakovce;Harakovce;20.84579742;48.99867499
1033;Prešovský;Levoča;Jablonov;Jablonov;20.69873903;49.03108857
1166;Prešovský;Levoča;Spišské Podhradie;Katúň;20.73293537;48.97744866
1189;Prešovský;Levoča;Klčov;Klčov;20.66788517;49.01004484
1426;Prešovský;Levoča;Kurimany;Kurimany;20.53806587;49.00072624
1521;Prešovský;Levoča;Levoča;Levoča;20.59637247;49.05510571
1632;Prešovský;Levoča;Lúčka;Lúčka;20.73274419;49.04160808
1912;Prešovský;Levoča;Nemešany;Nemešany;20.68358114;49.00913319
1968;Prešovský;Levoča;Nižné Repaše;Nižné Repaše;20.71362479;49.09746601
2063;Prešovský;Levoča;Oľšavica;Oľšavica;20.75201109;49.09000907
2096;Prešovský;Levoča;Ordzovany;Ordzovany;20.7909968;49.0516742
2160;Prešovský;Levoča;Pavľany;Pavľany;20.72296039;49.06346192
2265;Prešovský;Levoča;Korytné;Korytné;20.85481514;49.01306733
2266;Prešovský;Levoča;Poľanovce;Poľanovce;20.85506672;49.03414439
2282;Prešovský;Levoča;Pongrácovce;Pongrácovce;20.82533125;49.02375215
2696;Prešovský;Levoča;Spišské Podhradie;Spišské Podhradie;20.7473414;49.00438392
2699;Prešovský;Levoča;Spišský Hrhov;Spišský Hrhov;20.6385796;48.99808438
2702;Prešovský;Levoča;Spišský Štvrtok;Spišský Štvrtok;20.46891508;49.00462469
2759;Prešovský;Levoča;Studenec;Studenec;20.76331078;49.03436654
2962;Prešovský;Levoča;Torysky;Torysky;20.67858819;49.1094861
3074;Prešovský;Levoča;Uloža;Uloža;20.63816499;49.04428832
3335;Prešovský;Levoča;Vyšné Repaše;Vyšné Repaše;20.68580108;49.0679289
3350;Prešovský;Levoča;Vyšný Slavkov;Vyšný Slavkov;20.87022503;49.06565187
3387;Prešovský;Levoča;Levoča;Závada;20.65056714;49.07306024
3548;Prešovský;Levoča;Levoča;Dvorce;20.56714269;49.08605841
199;Prešovský;Medzilaborce;Medzilaborce;Borov;21.89137697;49.30645834
240;Prešovský;Medzilaborce;Brestov nad Laborcom;Brestov nad Laborcom;21.95120603;49.11288184
345;Prešovský;Medzilaborce;Čabalovce;Čabalovce;21.96836628;49.22898386
346;Prešovský;Medzilaborce;Čabiny;Čabiny;21.90434874;49.18986799
394;Prešovský;Medzilaborce;Čertižné;Čertižné;21.82290864;49.36159241
709;Prešovský;Medzilaborce;Habura;Habura;21.86879498;49.33741194
1126;Prešovský;Medzilaborce;Kalinov;Kalinov;21.93306467;49.33237813
1369;Prešovský;Medzilaborce;Krásny Brod;Krásny Brod;21.90524318;49.23970666
1370;Prešovský;Medzilaborce;Rokytovce;Rokytovce;21.87279098;49.26966735
1772;Prešovský;Medzilaborce;Medzilaborce;Medzilaborce;21.92481961;49.29151214
1773;Prešovský;Medzilaborce;Medzilaborce;Vydraň;21.95906563;49.2955382
1888;Prešovský;Medzilaborce;Ňagov;Ňagov;21.94422744;49.25814606
2059;Prešovský;Medzilaborce;Oľka;Krivá Oľka;21.87410021;49.13458622
2060;Prešovský;Medzilaborce;Oľka;Nižná Oľka;21.84134689;49.15572848
2066;Prešovský;Medzilaborce;Oľšinkov;Oľšinkov;22.04003754;49.20479394
2141;Prešovský;Medzilaborce;Palota;Palota;22.0039345;49.2672156
2398;Prešovský;Medzilaborce;Radvaň nad Laborcom;Radvaň nad Laborcom;21.9125763;49.12672424
2444;Prešovský;Medzilaborce;Repejov;Repejov;21.82424101;49.20000705
2476;Prešovský;Medzilaborce;Roškovce;Roškovce;21.84776675;49.24562205
2776;Prešovský;Medzilaborce;Sukov;Sukov;21.86853021;49.22112043
2789;Prešovský;Medzilaborce;Svetlice;Svetlice;22.05643271;49.17612021
3096;Prešovský;Medzilaborce;Valentovce;Valentovce;21.95602006;49.18139635
3273;Prešovský;Medzilaborce;Volica;Volica;21.92195474;49.15636625
3305;Prešovský;Medzilaborce;Výrava;Výrava;22.00554358;49.20547336
3404;Prešovský;Medzilaborce;Zbojné;Zbojné;21.99780293;49.14868478
3410;Prešovský;Medzilaborce;Zbudská Belá;Zbudská Belá;21.95816901;49.16462673
86;Prešovský;Poprad;Batizovce;Batizovce;20.18591648;49.0788163
668;Prešovský;Poprad;Gánovce;Filice;20.3057073;49.0229413
669;Prešovský;Poprad;Gánovce;Gánovce;20.32548421;49.02837708
690;Prešovský;Poprad;Gerlachov;Gerlachov;20.2077007;49.09865382
799;Prešovský;Poprad;Hôrka;Hôrka;20.38909716;49.02403445
874;Prešovský;Poprad;Hozelec;Hozelec;20.34047158;49.027863
897;Prešovský;Poprad;Hranovnica;Hranovnica;20.2905557;48.97467935
1070;Prešovský;Poprad;Jánovce;Jánovce;20.42056803;49.02405189
1071;Prešovský;Poprad;Jánovce;Machalovce;20.43736877;49.01797737
1371;Prešovský;Poprad;Kravany;Kravany;20.19103641;48.97202483
1563;Prešovský;Poprad;Liptovská Teplička;Liptovská Teplička;20.06802249;48.95019724
1628;Prešovský;Poprad;Lučivná;Lučivná;20.14215248;49.0499519
1753;Prešovský;Poprad;Poprad;Matejovce;20.33170125;49.08409152
1777;Prešovský;Poprad;Mengusovce;Mengusovce;20.12577344;49.07693943
1778;Prešovský;Poprad;Štôla;Štôla;20.13548421;49.09554962
1816;Prešovský;Poprad;Mlynica;Mlynica;20.30173094;49.10643539
1963;Prešovský;Poprad;Šuňava;Nižná Šuňava;20.10706533;49.01946187
2001;Prešovský;Poprad;Nová Lesná;Nová Lesná;20.26435947;49.12619454
2284;Prešovský;Poprad;Poprad;Poprad;20.28297234;49.03746623
2285;Prešovský;Poprad;Poprad;Spišská Sobota;20.31473153;49.05811382
2286;Prešovský;Poprad;Poprad;Stráže pod Tatrami;20.34549296;49.05688477
2287;Prešovský;Poprad;Poprad;Veľká;20.25155419;49.07656017
2693;Prešovský;Poprad;Spišská Teplica;Spišská Teplica;20.21469437;49.03530717
2694;Prešovský;Poprad;Spišské Bystré;Spišské Bystré;20.23456647;48.97690943
2701;Prešovský;Poprad;Spišský Štiavnik;Spišský Štiavnik;20.35176041;48.98763845
2726;Prešovský;Poprad;Vysoké Tatry;Starý Smokovec;20.18367307;49.13444985
2796;Prešovský;Poprad;Svit;Svit;20.19607283;49.05921809
2879;Prešovský;Poprad;Štrba;Štrba;20.05565768;49.08163916
2880;Prešovský;Poprad;Vysoké Tatry;Štrbské Pleso;20.00297361;49.16353803
2900;Prešovský;Poprad;Švábovce;Švábovce;20.36111596;49.0291435
2910;Prešovský;Poprad;Vysoké Tatry;Tatranská Lomnica;20.27054828;49.20350303
3206;Prešovský;Poprad;Veľký Slavkov;Veľký Slavkov;20.26727262;49.09977945
3211;Prešovský;Poprad;Vernár;Vernár;20.26214662;48.91132277
3222;Prešovský;Poprad;Vikartovce;Vikartovce;20.14408778;48.96728157
3302;Prešovský;Poprad;Vydrník;Vydrník;20.40882698;49.00084602
3328;Prešovský;Poprad;Šuňava;Vyšná Šuňava;20.07109959;49.02312865
3475;Prešovský;Poprad;Tatranská Javorina;Tatranská Javorina;20.14753912;49.23827549
3476;Prešovský;Poprad;Ždiar;Ždiar;20.24059957;49.27148373
7;Prešovský;Prešov;Abranovce;Abranovce;21.35877278;48.93757002
22;Prešovský;Prešov;Terňa;Babin Potok;21.21125145;49.12618123
39;Prešovský;Prešov;Bajerov;Bajerov;21.11272347;48.9525403
125;Prešovský;Prešov;Bertotovce;Bertotovce;21.02118636;49.02447008
239;Prešovský;Prešov;Brestov;Brestov;21.34904224;48.87398479
245;Prešovský;Prešov;Bretejovce;Bretejovce;21.28219798;48.82683216
263;Prešovský;Prešov;Brežany;Brežany;21.10883032;48.97822424
319;Prešovský;Prešov;Bzenov;Bzenov;21.16070289;48.9587355
383;Prešovský;Prešov;Čelovce;Čelovce;21.40151204;49.07179905
397;Prešovský;Prešov;Červenica;Červenica;21.4556109;48.89716868
455;Prešovský;Prešov;Demjata;Demjata;21.31936596;49.1120301
576;Prešovský;Prešov;Drienov;Drienov;21.28457014;48.88095251
579;Prešovský;Prešov;Drienovská Nová Ves;Drienovská Nová Ves;21.23470576;48.902657
618;Prešovský;Prešov;Dulova Ves;Dulova Ves;21.30789151;48.95106062
652;Prešovský;Prešov;Fintice;Fintice;21.27302943;49.05686696
657;Prešovský;Prešov;Fričovce;Fričovce;20.96607289;49.01486012
658;Prešovský;Prešov;Fulianka;Fulianka;21.32826882;49.0664974
688;Prešovský;Prešov;Geraltov;Geraltov;21.26389912;49.14584199
705;Prešovský;Prešov;Gregorovce;Gregorovce;21.20611901;49.07138538
727;Prešovský;Prešov;Haniska;Haniska;21.2439109;48.95482464
749;Prešovský;Prešov;Hendrichovce;Hendrichovce;20.99092598;49.0225408
752;Prešovský;Prešov;Hermanovce;Hermanovce;21.00455559;49.05576417
876;Prešovský;Prešov;Hrabkov;Hrabkov;21.01652552;48.95319037
886;Prešovský;Prešov;Terňa;Hradisko;21.19967246;49.15609237
970;Prešovský;Prešov;Chmeľov;Chmeľov;21.43529793;49.06743728
972;Prešovský;Prešov;Chmeľovec;Chmeľovec;21.37024921;49.08686113
973;Prešovský;Prešov;Chmiňany;Chmiňany;21.06646098;48.99992333
974;Prešovský;Prešov;Chminianska Nová Ves;Chminianska Nová Ves;21.06653081;49.01787434
975;Prešovský;Prešov;Chminianske Jakubovany;Chminianske Jakubovany;21.00431581;48.99336809
1065;Prešovský;Prešov;Janov;Janov;21.16027372;48.93931345
1072;Prešovský;Prešov;Janovík;Janovík;21.28148776;48.83629851
1158;Prešovský;Prešov;Kapušany;Kapušany;21.32931095;49.04794874
1174;Prešovský;Prešov;Kendice;Kendice;21.23559175;48.93320821
1191;Prešovský;Prešov;Klenov;Klenov;21.04130804;48.92673131
1221;Prešovský;Prešov;Kojatice;Kojatice;21.14075965;48.98962195
1225;Prešovský;Prešov;Kokošovce;Kokošovce;21.34871566;48.95725144
1390;Prešovský;Prešov;Krížovany;Krížovany;21.0454531;48.98020666
1441;Prešovský;Prešov;Kvačany;Kvačany;21.08264723;48.94354136
1456;Prešovský;Prešov;Lipovce;Lačnov;20.91374757;49.06520926
1457;Prešovský;Prešov;Lada;Lada;21.3633985;49.04406858
1481;Prešovský;Prešov;Lažany;Lažany;21.09495085;49.0372405
1500;Prešovský;Prešov;Lemešany;Chabžany;21.27176184;48.84027323
1501;Prešovský;Prešov;Lemešany;Lemešany;21.26282442;48.84901533
1509;Prešovský;Prešov;Lesíček;Lesíček;21.39269229;48.92610614
1525;Prešovský;Prešov;Ličartovce;Ličartovce;21.22774082;48.88357511
1546;Prešovský;Prešov;Lipovce;Lipovce;20.94827978;49.05851857
1617;Prešovský;Prešov;Ľubotice;Ľubotice;21.28290176;49.00823948
1619;Prešovský;Prešov;Ľubovec;Ľubovec;21.16523493;48.9125227
1620;Prešovský;Prešov;Ľubovec;Ruské Pekľany;21.18382183;48.89319015
1627;Prešovský;Prešov;Lúčina;Lúčina;21.42775265;48.89440181
1730;Prešovský;Prešov;Malý Slivník;Malý Slivník;21.26361156;49.1201161
1731;Prešovský;Prešov;Malý Šariš;Malý Šariš;21.17860473;49.01573786
1766;Prešovský;Prešov;Medzany;Medzany;21.14736684;49.0432593
1798;Prešovský;Prešov;Miklušovce;Miklušovce;21.07246668;48.91426314
1808;Prešovský;Prešov;Mirkovce;Mirkovce;21.32925161;48.89408965
1860;Prešovský;Prešov;Mošurov;Mošurov;21.24854979;49.12339161
1906;Prešovský;Prešov;Nemcovce;Nemcovce;21.38114556;49.05629131
1962;Prešovský;Prešov;Prešov;Nižná Šebastová;21.28529036;49.02746176
2053;Prešovský;Prešov;Okružná;Okružná;21.38574629;49.01392373
2074;Prešovský;Prešov;Ondrašovce;Ondrašovce;21.0841472;48.98308199
2129;Prešovský;Prešov;Ovčie;Ovčie;20.98191351;48.96666128
2185;Prešovský;Prešov;Petrovany;Močarmany;21.26442493;48.90719881
2186;Prešovský;Prešov;Petrovany;Petrovany;21.27583729;48.92678562
2234;Prešovský;Prešov;Podhorany;Podhorany;21.35112844;49.08596949
2242;Prešovský;Prešov;Podhradík;Podhradík;21.3708874;48.99707125
2335;Prešovský;Prešov;Prešov;Prešov;21.22184169;48.99287615
2358;Prešovský;Prešov;Proč;Proč;21.39274016;49.10187904
2381;Prešovský;Prešov;Pušovce;Pušovce;21.42095312;49.09113037
2385;Prešovský;Prešov;Radatice;Radatice;21.1940687;48.93444296
2473;Prešovský;Prešov;Rokycany;Rokycany;21.13747422;48.95994185
2514;Prešovský;Prešov;Ruská Nová Ves;Ruská Nová Ves;21.34293298;48.97941661
2559;Prešovský;Prešov;Sedlice;Sedlice;21.1100115;48.91695085
2560;Prešovský;Prešov;Suchá Dolina;Suchá Dolina;21.14279528;48.91825822
2577;Prešovský;Prešov;Seniakovce;Seniakovce;21.29316911;48.81827886
2683;Prešovský;Prešov;Prešov;Solivar;21.27983213;48.97205839
2792;Prešovský;Prešov;Svinia;Svinia;21.10995204;49.02309797
2808;Prešovský;Prešov;Prešov;Šalgovík;21.30293213;48.99768142
2816;Prešovský;Prešov;Lipníky;Lipníky;21.41291321;49.04855581
2817;Prešovský;Prešov;Šarišská Poruba;Šarišská Poruba;21.39628352;49.03498087
2818;Prešovský;Prešov;Šarišská Trstená;Šarišská Trstená;21.3861335;49.08331451
2819;Prešovský;Prešov;Šarišské Bohdanovce;Šarišské Bohdanovce;21.31895853;48.84974816
2823;Prešovský;Prešov;Kojatice;Šarišské Lužianky;21.12121889;48.98750004
2847;Prešovský;Prešov;Šindliar;Šindliar;20.92454143;49.03445863
2855;Prešovský;Prešov;Široké;Široké;20.91931131;49.00305117
2869;Prešovský;Prešov;Štefanovce;Štefanovce;20.97367264;49.03991665
2931;Prešovský;Prešov;Teriakovce;Teriakovce;21.31594308;48.99133193
2932;Prešovský;Prešov;Terňa;Terňa;21.23767907;49.09812981
2998;Prešovský;Prešov;Trnkov;Trnkov;21.36105178;49.03218576
3016;Prešovský;Prešov;Tuhrina;Tuhrina;21.40550107;48.90282871
3018;Prešovský;Prešov;Tulčík;Tulčík;21.31387352;49.0839216
3105;Prešovský;Prešov;Varhaňovce;Varhaňovce;21.36213872;48.85377354
3207;Prešovský;Prešov;Veľký Slivník;Veľký Slivník;21.28192101;49.11159219
3208;Prešovský;Prešov;Veľký Šariš;Veľký Šariš;21.20372877;49.04518705
3242;Prešovský;Prešov;Víťaz;Víťaz;20.9323514;48.97254987
3327;Prešovský;Prešov;Vyšná Šebastová;Vyšná Šebastová;21.32829319;49.01934731
3356;Prešovský;Prešov;Záborské;Záborské;21.2857888;48.94701004
3369;Prešovský;Prešov;Záhradné;Záhradné;21.27123552;49.08516424
3392;Prešovský;Prešov;Geraltov;Závadka;21.23307955;49.15007623
3436;Prešovský;Prešov;Zlatá Baňa;Zlatá Baňa;21.42232767;48.95096825
3472;Prešovský;Prešov;Geraltov;Žatkovce;21.27975949;49.1343604
3477;Prešovský;Prešov;Žehňa;Žehňa;21.34491882;48.91232729
3500;Prešovský;Prešov;Žipov;Žipov;21.07645418;48.96325084
3509;Prešovský;Prešov;Župčany;Župčany;21.15271721;49.00991034
3533;Prešovský;Prešov;Štefanovce;Nové;20.97891746;49.08120183
40;Prešovský;Sabinov;Bajerovce;Bajerovce;20.78800533;49.20983234
167;Prešovský;Sabinov;Bodovce;Bodovce;21.17678007;49.13035113
260;Prešovský;Sabinov;Brezovica;Brezovica;20.82894604;49.13893252
261;Prešovský;Sabinov;Brezovička;Brezovička;20.84331034;49.12117611
395;Prešovský;Sabinov;Červená Voda;Červená Voda;21.08331699;49.13575637
398;Prešovský;Sabinov;Červenica pri Sabinove;Červenica pri Sabinove;21.02415035;49.14474309
435;Prešovský;Sabinov;Ďačov;Ďačov;20.92095217;49.14252976
438;Prešovský;Sabinov;Daletice;Daletice;21.06804531;49.03554908
575;Prešovský;Sabinov;Drienica;Drienica;21.11965998;49.14094422
605;Prešovský;Sabinov;Dubovica;Dubovica;20.9368667;49.12033201
725;Prešovský;Sabinov;Hanigovce;Hanigovce;21.02747296;49.18325751
943;Prešovský;Sabinov;Hubošovce;Hubošovce;21.2068827;49.09769794
1043;Prešovský;Sabinov;Jakovany;Jakovany;21.06992208;49.15656463
1046;Prešovský;Sabinov;Jakubova Voľa;Jakubova Voľa;21.01009762;49.12153749
1048;Prešovský;Sabinov;Jakubovany;Jakubovany;21.13919558;49.11527594
1078;Prešovský;Sabinov;Jarovnice;Jarovnice;21.05047106;49.05812141
1141;Prešovský;Sabinov;Kamenica;Kamenica;20.96843156;49.20361505
1360;Prešovský;Sabinov;Krásna Lúka;Krásna Lúka;20.815075;49.19574304
1384;Prešovský;Sabinov;Krivany;Krivany;20.90789293;49.18607459
1540;Prešovský;Sabinov;Lipany;Lipany;20.96378968;49.16344038
1630;Prešovský;Sabinov;Lúčka;Lúčka;20.99047692;49.17736695
1654;Prešovský;Sabinov;Ľutina;Ľutina;21.04817681;49.16675313
1806;Prešovský;Sabinov;Milpoš;Milpoš;21.00885854;49.18791587
1824;Prešovský;Sabinov;Jarovnice;Močidľany;21.05463347;49.07309839
1980;Prešovský;Sabinov;Nižný Slavkov;Nižný Slavkov;20.85981887;49.09643494
2056;Prešovský;Sabinov;Olejníkov;Olejníkov;21.10405675;49.1910222
2067;Prešovský;Sabinov;Oľšov;Oľšov;20.86572553;49.20033194
2105;Prešovský;Sabinov;Sabinov;Orkucany;21.119515;49.08755623
2120;Prešovský;Sabinov;Ostrovany;Ostrovany;21.1122678;49.05753787
2173;Prešovský;Sabinov;Pečovská Nová Ves;Pečovská Nová Ves;21.05117422;49.12635134
2275;Prešovský;Sabinov;Poloma;Poloma;20.81525386;49.17128968
2431;Prešovský;Sabinov;Ratvaj;Ratvaj;21.1932656;49.12416069
2435;Prešovský;Sabinov;Ražňany;Ražňany;21.07858667;49.08217288
2443;Prešovský;Sabinov;Renčišov;Renčišov;20.95066801;49.08962732
2490;Prešovský;Sabinov;Rožkovany;Rožkovany;20.98075868;49.1249258
2537;Prešovský;Sabinov;Sabinov;Sabinov;21.09518837;49.10741454
2538;Prešovský;Sabinov;Sabinov;Zálesie;21.1006397;49.15766454
2821;Prešovský;Sabinov;Šarišské Dravce;Šarišské Dravce;20.85092558;49.18699144
2824;Prešovský;Sabinov;Šarišské Michaľany;Šarišské Michaľany;21.14575581;49.07254623
2825;Prešovský;Sabinov;Šarišské Sokolovce;Šarišské Sokolovce;21.15923751;49.12783316
2939;Prešovský;Sabinov;Tichý Potok;Tichý Potok;20.78319648;49.13851401
2961;Prešovský;Sabinov;Torysa;Torysa;20.88160139;49.15467404
3081;Prešovský;Sabinov;Uzovce;Uzovce;21.180563;49.08643777
3084;Prešovský;Sabinov;Uzovské Pekľany;Uzovské Pekľany;21.00560511;49.09338376
3085;Prešovský;Sabinov;Uzovský Šalgov;Uzovský Šalgov;21.0391172;49.09932547
3308;Prešovský;Sabinov;Vysoká;Vysoká;20.88837791;49.1190557
3547;Prešovský;Sabinov;Tichý Potok;Blažov;20.7255656;49.1545299
101;Prešovský;Snina;Belá nad Cirochou;Belá nad Cirochou;22.10711917;48.96947432
258;Prešovský;Snina;Brezovec;Brezovec;22.39279614;48.93949142
432;Prešovský;Snina;Čukalovce;Čukalovce;22.16015305;49.09680524
442;Prešovský;Snina;Stakčín;Dara;22.29973907;49.05291029
482;Prešovský;Snina;Dlhé nad Cirochou;Dlhé nad Cirochou;22.06581019;48.96487691
607;Prešovský;Snina;Dúbrava;Dúbrava;22.35326128;48.88038294
872;Prešovský;Snina;Hostovice;Hostovice;22.15747062;49.12803581
877;Prešovský;Snina;Hrabová Roztoka;Hrabová Roztoka;22.28844471;48.87601187
1051;Prešovský;Snina;Jalová;Jalová;22.23251299;49.03928771
1131;Prešovský;Snina;Kalná Roztoka;Kalná Roztoka;22.3199394;48.98559143
1192;Prešovský;Snina;Klenová;Klenová;22.33287359;48.947113
1235;Prešovský;Snina;Kolbasov;Kolbasov;22.37757695;49.00618595
1240;Prešovský;Snina;Kolonica;Kolonica;22.25157041;48.95035033
1462;Prešovský;Snina;Ladomirov;Ladomirov;22.28968719;48.92227547
1786;Prešovský;Snina;Michajlov;Michajlov;22.33531556;48.90908714
2006;Prešovský;Snina;Nová Sedlica;Nová Sedlica;22.52319418;49.0604129
2111;Prešovský;Snina;Osadné;Osadné;22.16974293;49.16093135
2121;Prešovský;Snina;Stakčín;Ostrožnica;22.23136428;49.09586679
2148;Prešovský;Snina;Parihuzovce;Parihuzovce;22.2031803;49.1162333
2169;Prešovský;Snina;Pčoliné;Pčoliné;22.17964259;49.06440507
2196;Prešovský;Snina;Pichne;Pichne;22.12376961;49.04430625
2356;Prešovský;Snina;Príslop;Príslop;22.31825912;49.04167742
2509;Prešovský;Snina;Runina;Runina;22.41067808;49.07489265
2518;Prešovský;Snina;Ruská Volová;Ruská Volová;22.36908241;48.95461853
2519;Prešovský;Snina;Stakčín;Ruské;22.35592764;49.1180308
2526;Prešovský;Snina;Ruský Potok;Ruský Potok;22.41199346;49.03015966
2663;Prešovský;Snina;Stakčín;Smolník nad Cirochou;22.2822552;49.11459127
2669;Prešovský;Snina;Snina;Snina;22.15864907;48.99056115
2704;Prešovský;Snina;Stakčínska Roztoka;Stakčínska Roztoka;22.29353123;49.01128982
2705;Prešovský;Snina;Stakčín;Stakčín;22.23552447;49.00472387
2722;Prešovský;Snina;Stakčín;Starina nad Cirochou;22.25338469;49.06081571
2754;Prešovský;Snina;Strihovce;Strihovce;22.26576733;48.89757385
2858;Prešovský;Snina;Šmigovec;Šmigovec;22.31520085;48.89376035
2952;Prešovský;Snina;Topoľa;Topoľa;22.35945311;49.04990121
3055;Prešovský;Snina;Ubľa;Ubľa;22.39110109;48.90620465
3072;Prešovský;Snina;Ulič;Ulič;22.41735839;48.96547944
3073;Prešovský;Snina;Uličské Krivé;Uličské Krivé;22.44496656;48.99826827
3139;Prešovský;Snina;Stakčín;Veľká Poľana;22.31508971;49.08708668
3403;Prešovský;Snina;Zboj;Zboj;22.47526068;49.04418471
3432;Prešovský;Snina;Zemplínske Hámre;Zemplínske Hámre;22.16555248;48.9509217
3458;Prešovský;Snina;Stakčín;Zvala;22.24340763;49.13254439
427;Prešovský;Stará Ľubovňa;Čirč;Čirč;20.94447385;49.27444169
630;Prešovský;Stará Ľubovňa;Ďurková;Ďurková;20.85740592;49.24030126
654;Prešovský;Stará Ľubovňa;Forbasy;Forbasy;20.61203782;49.28552581
