fid;NM2;NM3;NM4;NM5;x;y
466;Nitriansky;Šaľa;Diakovce;Diakovce;17.81722157;48.13564168
479;Nitriansky;Šaľa;Dlhá nad Váhom;Dlhá nad Váhom;17.86301355;48.18178066
716;Nitriansky;Šaľa;Hájske;Hájske;17.87346943;48.25759162
804;Nitriansky;Šaľa;Horná Kráľová;Horná Kráľová;17.90858814;48.24498914
1345;Nitriansky;Šaľa;Kráľová nad Váhom;Kráľová nad Váhom;17.82845566;48.17677477
1899;Nitriansky;Šaľa;Neded;Neded;17.96167724;48.00340881
2572;Nitriansky;Šaľa;Selice;Selice;17.96179916;48.07714677
2573;Nitriansky;Šaľa;Selice;Šók;17.94989467;48.10176555
2613;Nitriansky;Šaľa;Močenok;Močenok;17.93881139;48.21247094
2805;Nitriansky;Šaľa;Šaľa;Šaľa;17.89090117;48.13944586
2936;Nitriansky;Šaľa;Tešedíkovo;Tešedíkovo;17.84350424;48.08833689
3001;Nitriansky;Šaľa;Trnovec nad Váhom;Horný Jatov;17.96803566;48.16160821
3002;Nitriansky;Šaľa;Trnovec nad Váhom;Trnovec nad Váhom;17.93154889;48.13773045
3253;Nitriansky;Šaľa;Vlčany;Vlčany;17.92273774;48.02643914
3493;Nitriansky;Šaľa;Žihárec;Žihárec;17.8909351;48.0636296
15;Nitriansky;Topoľčany;Ardanovce;Ardanovce;17.89764212;48.54771747
95;Nitriansky;Topoľčany;Veľké Ripňany;Behynce;17.96449304;48.52111722
107;Nitriansky;Topoľčany;Belince;Belince;18.09289402;48.46218412
144;Nitriansky;Topoľčany;Biskupová;Biskupová;17.98328;48.46147479
155;Nitriansky;Topoľčany;Blesovce;Blesovce;18.04072964;48.55573355
181;Nitriansky;Topoľčany;Bojná;Bojná;18.03275017;48.60097671
182;Nitriansky;Topoľčany;Bojná;Malé Dvorany;18.03778909;48.57671938
320;Nitriansky;Topoľčany;Radošina;Bzince;17.93159145;48.52315484
379;Nitriansky;Topoľčany;Čeľadince;Čeľadince;18.17059025;48.51130089
390;Nitriansky;Topoľčany;Čermany;Čermany;18.03137425;48.47384166
633;Nitriansky;Topoľčany;Dvorany nad Nitrou;Dvorany nad Nitrou;18.1093675;48.48925952
714;Nitriansky;Topoľčany;Hajná Nová Ves;Hajná Nová Ves;18.03252137;48.53682848
829;Nitriansky;Topoľčany;Horné Chlebany;Horné Chlebany;18.22016752;48.60696399
834;Nitriansky;Topoľčany;Horné Obdokovce;Horné Obdokovce;18.05625289;48.50116802
844;Nitriansky;Topoľčany;Horné Štitáre;Horné Štitáre;18.05810098;48.5243895
936;Nitriansky;Topoľčany;Hrušovany;Hrušovany;18.08808131;48.43901621
982;Nitriansky;Topoľčany;Chrabrany;Chrabrany;18.13903035;48.5230985
1039;Nitriansky;Topoľčany;Jacovce;Jacovce;18.13038796;48.59463163
1138;Nitriansky;Topoľčany;Kamanová;Kamanová;18.09309191;48.47169442
1250;Nitriansky;Topoľčany;Koniarovce;Koniarovce;18.0863026;48.42976983
1324;Nitriansky;Topoľčany;Kovarce;Kovarce;18.18975433;48.48576601
1393;Nitriansky;Topoľčany;Krnča;Krnča;18.27333107;48.52686449
1399;Nitriansky;Topoľčany;Krtovce;Krtovce;18.00989457;48.53725208
1403;Nitriansky;Topoľčany;Krušovce;Dolné Chlebany;18.22166707;48.59833137
1404;Nitriansky;Topoľčany;Krušovce;Krušovce;18.20022746;48.59208614
1437;Nitriansky;Topoľčany;Kuzmice;Kuzmice;18.10350879;48.57919282
1550;Nitriansky;Topoľčany;Lipovník;Lipovník;18.00894503;48.57402766
1638;Nitriansky;Topoľčany;Ludanice;Ludanice;18.11194579;48.50456825
1657;Nitriansky;Topoľčany;Lužany;Lužany;18.01062477;48.51779331
1694;Nitriansky;Topoľčany;Topoľčany;Malé Bedzany;18.17475509;48.59721046
1710;Nitriansky;Topoľčany;Malé Ripňany;Malé Ripňany;17.97590113;48.47661733
1881;Nitriansky;Topoľčany;Ludanice;Mýtna Nová Ves;18.09728519;48.48291736
1907;Nitriansky;Topoľčany;Nemčice;Nemčice;18.12774274;48.55001699
1911;Nitriansky;Topoľčany;Nemečky;Nemečky;18.11194402;48.67834668
1936;Nitriansky;Topoľčany;Nitrianska Blatnica;Nitrianska Blatnica;17.9685701;48.56199565
1937;Nitriansky;Topoľčany;Nitrianska Streda;Nitrianska Streda;18.2014393;48.51056523
1984;Nitriansky;Topoľčany;Norovce;Norovce;18.17601511;48.63333374
2038;Nitriansky;Topoľčany;Horné Obdokovce;Obsolovce;18.00831089;48.50107775
2085;Nitriansky;Topoľčany;Oponice;Oponice;18.15007559;48.45739016
2104;Nitriansky;Topoľčany;Orešany;Orešany;17.90913302;48.50667132
2239;Nitriansky;Topoľčany;Podhradie;Podhradie;18.02960597;48.67347064
2320;Nitriansky;Topoľčany;Prašice;Prašice;18.09379723;48.66021575
2326;Nitriansky;Topoľčany;Práznovce;Práznovce;18.24588277;48.52912114
2332;Nitriansky;Topoľčany;Preseľany;Preseľany;18.08648296;48.45270533
2393;Nitriansky;Topoľčany;Radošina;Radošina;17.92722638;48.55801388
2402;Nitriansky;Topoľčany;Rajčany;Rajčany;18.23135839;48.61520686
2681;Nitriansky;Topoľčany;Solčany;Solčany;18.22550121;48.52039223
2682;Nitriansky;Topoľčany;Solčianky;Solčianky;18.19542895;48.62270582
2780;Nitriansky;Topoľčany;Súlovce;Súlovce;18.17967447;48.46418282
2799;Nitriansky;Topoľčany;Svrbice;Svrbice;17.87016766;48.52074961
2807;Nitriansky;Topoľčany;Šalgovce;Šalgovce;17.89333097;48.5322434
2933;Nitriansky;Topoľčany;Tesáre;Tesáre;18.07211896;48.60917308
2953;Nitriansky;Topoľčany;Topoľčany;Topoľčany;18.17459712;48.55890807
2965;Nitriansky;Topoľčany;Tovarníky;Tovarníky;18.14518587;48.57328394
3051;Nitriansky;Topoľčany;Tvrdomestice;Tvrdomestice;18.13893917;48.65085362
3077;Nitriansky;Topoľčany;Urmince;Urmince;18.10071832;48.53453636
3142;Nitriansky;Topoľčany;Topoľčany;Veľké Bedzany;18.15829701;48.6075718
3148;Nitriansky;Topoľčany;Veľké Dvorany;Veľké Dvorany;18.07490844;48.55178541
3168;Nitriansky;Topoľčany;Veľké Ripňany;Veľké Ripňany;17.96130876;48.49713915
3210;Nitriansky;Topoľčany;Velušovce;Velušovce;18.10353955;48.62266564
3278;Nitriansky;Topoľčany;Vozokany;Vozokany;17.99063785;48.56838768
3384;Nitriansky;Topoľčany;Závada;Závada;18.07092579;48.63501921
102;Nitriansky;Zlaté Moravce;Beladice;Beladice;18.2851703;48.3377421
103;Nitriansky;Zlaté Moravce;Beladice;Pustý Chotár;18.272335;48.34445094
365;Nitriansky;Zlaté Moravce;Čaradice;Čaradice;18.50533048;48.36976297
400;Nitriansky;Zlaté Moravce;Červený Hrádok;Červený Hrádok;18.3893043;48.30078131
415;Nitriansky;Zlaté Moravce;Čierne Kľačany;Čierne Kľačany;18.4483724;48.35650739
867;Nitriansky;Zlaté Moravce;Hostie;Hostie;18.44149406;48.46438035
868;Nitriansky;Zlaté Moravce;Hostie;Panský diel;18.46596869;48.50506628
871;Nitriansky;Zlaté Moravce;Hosťovce;Hosťovce;18.34586133;48.44249337
976;Nitriansky;Zlaté Moravce;Choča;Choča;18.32531196;48.35457198
987;Nitriansky;Zlaté Moravce;Beladice;Malé Chrašťany;18.30496276;48.32111668
988;Nitriansky;Zlaté Moravce;Beladice;Veľké Chrašťany;18.30305725;48.33449115
1097;Nitriansky;Zlaté Moravce;Jedľové Kostoľany;Jedľové Kostoľany;18.5047222;48.47842222
1271;Nitriansky;Zlaté Moravce;Kostoľany pod Tribečom;Kostoľany pod Tribečom;18.23330972;48.43060961
1459;Nitriansky;Zlaté Moravce;Ladice;Ladice;18.27117693;48.39219671
1597;Nitriansky;Zlaté Moravce;Lovce;Lovce;18.35654003;48.4620544
1669;Nitriansky;Zlaté Moravce;Machulince;Machulince;18.45004874;48.41239428
1715;Nitriansky;Zlaté Moravce;Malé Vozokany;Malé Vozokany;18.40695638;48.31018938
1735;Nitriansky;Zlaté Moravce;Mankovce;Mankovce;18.32919759;48.42176338
1748;Nitriansky;Zlaté Moravce;Martin nad Žitavou;Martin nad Žitavou;18.35545333;48.39390867
1908;Nitriansky;Zlaté Moravce;Nemčiňany;Nemčiňany;18.45636564;48.30264588
1909;Nitriansky;Zlaté Moravce;Nemčiňany;Rohožnica;18.43115417;48.300494
1920;Nitriansky;Zlaté Moravce;Neverice;Neverice;18.27832675;48.36544753
1921;Nitriansky;Zlaté Moravce;Nevidzany;Nevidzany;18.3784974;48.28292501
2039;Nitriansky;Zlaté Moravce;Obyce;Obyce;18.49123764;48.43069322
2612;Nitriansky;Zlaté Moravce;Skýcov;Skýcov;18.4450058;48.51426929
2632;Nitriansky;Zlaté Moravce;Sľažany;Dolné Sľažany;18.32354022;48.38005001
2633;Nitriansky;Zlaté Moravce;Sľažany;Horné Sľažany;18.32858304;48.39898186
2634;Nitriansky;Zlaté Moravce;Slepčany;Slepčany;18.33270591;48.30739355
2917;Nitriansky;Zlaté Moravce;Tekovské Nemce;Tekovské Nemce;18.54275109;48.37805098
2934;Nitriansky;Zlaté Moravce;Tesárske Mlyňany;Mlyňany;18.35292925;48.33191351
2935;Nitriansky;Zlaté Moravce;Tesárske Mlyňany;Tesáre nad Žitavou;18.36466458;48.34862426
2954;Nitriansky;Zlaté Moravce;Topoľčianky;Topoľčianky;18.39915337;48.44947559
3118;Nitriansky;Zlaté Moravce;Velčice;Velčice;18.28102799;48.44351111
3182;Nitriansky;Zlaté Moravce;Veľké Vozokany;Veľké Vozokany;18.4138671;48.33078435
3219;Nitriansky;Zlaté Moravce;Vieska nad Žitavou;Vieska nad Žitavou;18.35518808;48.31837564
3274;Nitriansky;Zlaté Moravce;Volkovce;Volkovce;18.47209654;48.34185558
3275;Nitriansky;Zlaté Moravce;Volkovce;Závada;18.44495662;48.33711741
3442;Nitriansky;Zlaté Moravce;Zlaté Moravce;Prílepy;18.43371184;48.36612583
3443;Nitriansky;Zlaté Moravce;Zlaté Moravce;Zlaté Moravce;18.38593586;48.37805878
3447;Nitriansky;Zlaté Moravce;Zlatno;Zlatno;18.31146218;48.46642067
3494;Nitriansky;Zlaté Moravce;Žikava;Žikava;18.38083342;48.45446651
3502;Nitriansky;Zlaté Moravce;Žitavany;Kňažice;18.44732153;48.38541578
3503;Nitriansky;Zlaté Moravce;Žitavany;Opatovce;18.45641795;48.39652182
3504;Nitriansky;Zlaté Moravce;Zlaté Moravce;Hoňovce;18.38678358;48.40077073
3512;Nitriansky;Zlaté Moravce;Beladice;Čakýň;18.29906006;48.36822257
4;Prešovský;Bardejov;Abrahámovce;Abrahámovce;21.3430732;49.16565396
13;Prešovský;Bardejov;Andrejová;Andrejová;21.33694084;49.33662202
77;Prešovský;Bardejov;Bardejov;Bardejov;21.26677077;49.29748089
78;Prešovský;Bardejov;Bardejov;Bardejovská Nová Ves;21.32511138;49.30590951
81;Prešovský;Bardejov;Bartošovce;Bartošovce;21.27196609;49.19883048
97;Prešovský;Bardejov;Becherov;Becherov;21.3079764;49.43089262
109;Prešovský;Bardejov;Beloveža;Beloveža;21.36206899;49.30454796
172;Prešovský;Bardejov;Bogliarka;Bogliarka;21.13942869;49.27090734
256;Prešovský;Bardejov;Brezov;Brezov;21.5060564;49.14337962
262;Prešovský;Bardejov;Brezovka;Brezovka;21.41599227;49.27338008
278;Prešovský;Bardejov;Buclovany;Buclovany;21.36641031;49.15549295
339;Prešovský;Bardejov;Cigeľka;Cigeľka;21.14242177;49.4122657
476;Prešovský;Bardejov;Bardejov;Dlhá Lúka;21.29184187;49.33675058
589;Prešovský;Bardejov;Dubinné;Dubinné;21.43004511;49.24753808
655;Prešovský;Bardejov;Frička;Frička;21.07341945;49.40759409
656;Prešovský;Bardejov;Fričkovce;Fričkovce;21.21811625;49.18414097
660;Prešovský;Bardejov;Gaboltov;Gaboltov;21.14334317;49.36992618
689;Prešovský;Bardejov;Gerlachov;Gerlachov;21.10425132;49.33261237
729;Prešovský;Bardejov;Hankovce;Hankovce;21.40025479;49.21582956
733;Prešovský;Bardejov;Harhaj;Harhaj;21.41478087;49.18372207
743;Prešovský;Bardejov;Hažlín;Hažlín;21.41317177;49.30049446
754;Prešovský;Bardejov;Hertník;Hertník;21.21644051;49.20557687
755;Prešovský;Bardejov;Hervartov;Hervartov;21.19470815;49.24496466
880;Prešovský;Bardejov;Hrabovec;Hrabovec;21.38168654;49.27384964
883;Prešovský;Bardejov;Hrabské;Hrabské;21.07363374;49.34436427
957;Prešovský;Bardejov;Hutka;Hutka;21.42753581;49.39989715
971;Prešovský;Bardejov;Chmeľová;Chmeľová;21.29689844;49.40119563
1069;Prešovský;Bardejov;Janovce;Janovce;21.30569166;49.18558054
1096;Prešovský;Bardejov;Jedlinka;Jedlinka;21.3653348;49.40227498
1205;Prešovský;Bardejov;Kľušov;Kľušov;21.26366298;49.24416949
1210;Prešovský;Bardejov;Kobyly;Kobyly;21.30344469;49.21786403
1219;Prešovský;Bardejov;Kochanovce;Kochanovce;21.36951674;49.18851636
1244;Prešovský;Bardejov;Komárov;Komárov;21.34802156;49.27853882
1262;Prešovský;Bardejov;Koprivnica;Koprivnica;21.40069819;49.16503857
1328;Prešovský;Bardejov;Kožany;Kožany;21.49786292;49.21367279
1385;Prešovský;Bardejov;Krivé;Krivé;21.15229686;49.29431724
1388;Prešovský;Bardejov;Kríže;Kríže;21.14536285;49.22418668
1405;Prešovský;Bardejov;Kružlov;Kružlov;21.12480144;49.30542529
1413;Prešovský;Bardejov;Kučín;Kučín;21.46408658;49.20536748
1425;Prešovský;Bardejov;Kurima;Kurima;21.46797219;49.2315969
1428;Prešovský;Bardejov;Kurov;Kurov;21.12327168;49.34717148
1470;Prešovský;Bardejov;Lascov;Lascov;21.48303083;49.16093931
1502;Prešovský;Bardejov;Lenartov;Lenartov;21.01167784;49.30857428
1544;Prešovský;Bardejov;Lipová;Lipová;21.48534956;49.25966175
1582;Prešovský;Bardejov;Livov;Livov;21.08527183;49.23826361
1583;Prešovský;Bardejov;Livovská Huta;Livovská Huta;21.02375626;49.23774576
1593;Prešovský;Bardejov;Lopúchov;Lopúchov;21.36948534;49.1315052
1645;Prešovský;Bardejov;Lukavica;Lukavica;21.32076559;49.26040716
1646;Prešovský;Bardejov;Lukov;Lukov;21.07550837;49.27758808
1647;Prešovský;Bardejov;Lukov;Venécia;21.06843395;49.27805962
1691;Prešovský;Bardejov;Malcov;Malcov;21.04434613;49.29688968
1740;Prešovský;Bardejov;Marhaň;Marhaň;21.45669892;49.17859159
1800;Prešovský;Bardejov;Mikulášová;Mikulášová;21.39473772;49.38367938
1843;Prešovský;Bardejov;Mokroluh;Mokroluh;21.21181347;49.30669439
1905;Prešovský;Bardejov;Nemcovce;Nemcovce;21.42763061;49.21668945
1958;Prešovský;Bardejov;Nižná Polianka;Nižná Polianka;21.40948628;49.40845407
1964;Prešovský;Bardejov;Nižná Voľa;Nižná Voľa;21.36614406;49.22094999
1967;Prešovský;Bardejov;Raslavice;Nižné Raslavice;21.33486626;49.14180026
1981;Prešovský;Bardejov;Nižný Tvarožec;Nižný Tvarožec;21.18825548;49.36713675
2062;Prešovský;Bardejov;Oľšavce;Oľšavce;21.37313844;49.20226744
2071;Prešovský;Bardejov;Ondavka;Ondavka;21.33536074;49.44245904
2109;Prešovský;Bardejov;Ortuťová;Ortuťová;21.4616728;49.27268167
2112;Prešovský;Bardejov;Osikov;Osikov;21.25014498;49.16792292
2182;Prešovský;Bardejov;Petrová;Petrová;21.10985106;49.39855512
2269;Prešovský;Bardejov;Poliakovce;Poliakovce;21.4002394;49.25351604
2297;Prešovský;Bardejov;Porúbka;Porúbka;21.425155;49.19822644
2438;Prešovský;Bardejov;Regetovka;Regetovka;21.26731041;49.43107288
2447;Prešovský;Bardejov;Rešov;Rešov;21.33071347;49.2312439
2456;Prešovský;Bardejov;Richvald;Richvald;21.1853569;49.27177347
2474;Prešovský;Bardejov;Rokytov;Rokytov;21.1889987;49.31490375
2657;Prešovský;Bardejov;Smilno;Smilno;21.35203813;49.38105059
2667;Prešovský;Bardejov;Snakov;Snakov;21.04261967;49.33899923
2730;Prešovský;Bardejov;Stebnícka Huta;Stebnícka Huta;21.24681232;49.41364874
2731;Prešovský;Bardejov;Stebník;Stebník;21.24458451;49.38347512
2761;Prešovský;Bardejov;Stuľany;Stuľany;21.40816494;49.14067023
2788;Prešovský;Bardejov;Sveržov;Sveržov;21.16366651;49.33921543
2820;Prešovský;Bardejov;Šarišské Čierne;Šarišské Čierne;21.38432655;49.34181477
2831;Prešovský;Bardejov;Šašová;Šašová;21.45322629;49.25759042
2844;Prešovský;Bardejov;Šiba;Šiba;21.20176087;49.22619196
2908;Prešovský;Bardejov;Tarnov;Tarnov;21.16460573;49.31938943
3004;Prešovský;Bardejov;Tročany;Tročany;21.33117734;49.18915029
3100;Prešovský;Bardejov;Vaniškovce;Vaniškovce;21.29341588;49.16556464
3103;Prešovský;Bardejov;Varadka;Varadka;21.38572895;49.41981749
3323;Prešovský;Bardejov;Vyšná Polianka;Vyšná Polianka;21.35696224;49.42946396
3329;Prešovský;Bardejov;Vyšná Voľa;Vyšná Voľa;21.36161001;49.24674945
3333;Prešovský;Bardejov;Raslavice;Vyšné Raslavice;21.30439241;49.14190282
3344;Prešovský;Bardejov;Vyšný Kručov;Vyšný Kručov;21.4369306;49.163044
3351;Prešovský;Bardejov;Vyšný Tvarožec;Vyšný Tvarožec;21.19554512;49.38897097
3406;Prešovský;Bardejov;Zborov;Zborov;21.3044047;49.36634732
3438;Prešovský;Bardejov;Zlaté;Zlaté;21.21192751;49.3435883
9;Prešovský;Humenné;Adidovce;Adidovce;22.05489114;49.02142305
83;Prešovský;Humenné;Baškovce;Baškovce;21.84252973;49.0312652
237;Prešovský;Humenné;Brekov;Brekov;21.84108209;48.90421832
238;Prešovský;Humenné;Brestov;Brestov;21.89186564;48.97437482
392;Prešovský;Humenné;Černina;Černina;21.82423867;49.05407248
446;Prešovský;Humenné;Dedačov;Dedačov;21.98173789;49.0346906
730;Prešovský;Humenné;Hankovce;Hankovce;21.94079733;49.02966724
881;Prešovský;Humenné;Hrabovec nad Laborcom;Hrabovec nad Laborcom;21.92147889;49.09152232
932;Prešovský;Humenné;Hrubov;Hrubov;21.86954321;49.09337546
947;Prešovský;Humenné;Hudcovce;Hudcovce;21.79259162;48.91181105
949;Prešovský;Humenné;Humenné;Humenné;21.90645355;48.93885446
950;Prešovský;Humenné;Rokytov pri Humennom;Humenský Rokytov;22.01502173;49.11117292
968;Prešovský;Humenné;Chlmec;Chlmec;21.94115267;48.88346153
1029;Prešovský;Humenné;Jabloň;Jabloň;21.98937728;49.06352369
1063;Prešovský;Humenné;Jankovce;Jankovce;21.80316922;49.05816499
1081;Prešovský;Humenné;Jasenov;Jasenov;21.89814217;48.9005271
1142;Prešovský;Humenné;Hažín nad Cirochou;Hažín nad Cirochou;21.96316756;48.92675127
1143;Prešovský;Humenné;Kamenica nad Cirochou;Kamenica nad Cirochou;22.00630126;48.93659569
1152;Prešovský;Humenné;Kamienka;Kamienka;21.99759957;48.90774519
1162;Prešovský;Humenné;Karná;Karná;21.7995779;48.98726886
1220;Prešovský;Humenné;Kochanovce;Kochanovce nad Laborcom;21.9497675;48.9555759
1287;Prešovský;Humenné;Košarovce;Košarovce;21.77016998;49.04195775
1313;Prešovský;Humenné;Koškovce;Koškovce;21.94449103;49.05331551
1455;Prešovský;Humenné;Lackovce;Lackovce;21.96011413;48.94190935
1529;Prešovský;Humenné;Lieskovec;Lieskovec;21.81539096;48.95315016
1612;Prešovský;Humenné;Ľubiša;Ľubiša;21.93489408;49.00346006
1643;Prešovský;Humenné;Lukačovce;Lukačovce;21.78812671;49.02490105
1826;Prešovský;Humenné;Modra nad Cirochou;Modra nad Cirochou;22.04679643;48.93795223
1879;Prešovský;Humenné;Myslina;Myslina;21.85573182;48.94935077
1904;Prešovský;Humenné;Nechválova Polianka;Nechválova Polianka;22.10525324;49.07740261
1951;Prešovský;Humenné;Nižná Jablonka;Nižná Jablonka;22.08181933;49.1313541
1960;Prešovský;Humenné;Nižná Sitnica;Nižná Sitnica;21.7828535;49.07775037
1965;Prešovský;Humenné;Nižné Ladičkovce;Nižné Ladičkovce;21.90377923;49.01674396
2044;Prešovský;Humenné;Ohradzany;Ohradzany;21.83901484;49.00456592
2045;Prešovský;Humenné;Sopkovce;Sopkovce;21.87374808;49.01582899
2137;Prešovský;Humenné;Pakostov;Pakostov;21.8275841;49.09674969
2145;Prešovský;Humenné;Papín;Papín;22.06134648;49.09873744
2298;Prešovský;Humenné;Porúbka;Porúbka;21.95771015;48.85987618
2357;Prešovský;Humenné;Prituľany;Prituľany;21.76521104;49.13263625
2370;Prešovský;Humenné;Ptičie;Ptičie;21.95604584;48.90379692
2471;Prešovský;Humenné;Rohožník;Rohožník;21.75811202;49.11512956
2483;Prešovský;Humenné;Rovné;Rovné;22.01482337;48.97448609
2513;Prešovský;Humenné;Ruská Kajňa;Ruská Kajňa;21.8248442;49.1242274
2515;Prešovský;Humenné;Ruská Poruba;Ruská Poruba;21.79151283;49.14173687
2647;Prešovský;Humenné;Gruzovce;Gruzovce;21.87137881;48.97976966
2648;Prešovský;Humenné;Slovenská Volová;Slovenská Volová;21.84782413;48.97973965
2651;Prešovský;Humenné;Slovenské Krivé;Slovenské Krivé;22.01706556;49.0726332
2959;Prešovský;Humenné;Topoľovka;Topoľovka;21.80507195;48.92745753
3026;Prešovský;Humenné;Turcovce;Turcovce;21.85413029;49.05668163
3057;Prešovský;Humenné;Udavské;Udavské;21.96675848;48.97499067
3209;Prešovský;Humenné;Veľopolie;Veľopolie;21.95526435;48.99564488
3243;Prešovský;Humenné;Víťazovce;Víťazovce;21.80474775;49.01273722
3316;Prešovský;Humenné;Vyšná Jablonka;Vyšná Jablonka;22.11298308;49.17092295
3325;Prešovský;Humenné;Vyšná Sitnica;Vyšná Sitnica;21.78391711;49.10257026
3330;Prešovský;Humenné;Vyšné Ladičkovce;Vyšné Ladičkovce;21.89382579;49.0524664
3340;Prešovský;Humenné;Maškovce;Maškovce;21.99502531;49.02010728
3341;Prešovský;Humenné;Vyšný Hrušov;Vyšný Hrušov;22.01545049;48.99765092
3388;Prešovský;Humenné;Závada;Závada;21.78451388;49.17595577
3390;Prešovský;Humenné;Závadka;Závadka;21.84193527;48.92766627
3411;Prešovský;Humenné;Zbudské Dlhé;Zbudské Dlhé;21.95409745;49.07905897
3412;Prešovský;Humenné;Rokytov pri Humennom;Zbudský Rokytov;21.98002809;49.10723333
3456;Prešovský;Humenné;Zubné;Zubné;22.05671206;49.05114748
3524;Prešovský;Humenné;Valaškovce (vojenský obvod);Valaškovce-Sever;22.11048682;48.91863605
3558;Prešovský;Humenné;Valaškovce (vojenský obvod);Valaškovce-Stred;22.03445561;48.88011548
3559;Prešovský;Humenné;Valaškovce (vojenský obvod);Valaškovce-Juh;22.07789131;48.85863869
5;Prešovský;Kežmarok;Abrahámovce;Abrahámovce;20.45321965;49.0428306
301;Prešovský;Kežmarok;Bušovce;Bušovce;20.47832977;49.21974363
402;Prešovský;Kežmarok;Červený Kláštor;Červený Kláštor;20.41280809;49.39381764
712;Prešovský;Kežmarok;Reľov;Hágy;20.36325721;49.28839545
740;Prešovský;Kežmarok;Havka;Havka;20.40480363;49.34177973
788;Prešovský;Kežmarok;Holumnica;Holumnica;20.54558422;49.22102058
885;Prešovský;Kežmarok;Hradisko;Hradisko;20.52893107;49.05716848
951;Prešovský;Kežmarok;Huncovce;Huncovce;20.37254064;49.12655605
1001;Prešovský;Kežmarok;Ihľany;Majerka;20.56391561;49.16927441
1002;Prešovský;Kežmarok;Ihľany;Stotince;20.56915502;49.18537019
1109;Prešovský;Kežmarok;Jezersko;Jezersko;20.33809956;49.29252194
1117;Prešovský;Kežmarok;Jurské;Jurské;20.54093618;49.20475754
1177;Prešovský;Kežmarok;Kežmarok;Kežmarok;20.43411692;49.1494989
1389;Prešovský;Kežmarok;Krížová Ves;Krížová Ves;20.49689501;49.18835361
1495;Prešovský;Kežmarok;Lechnica;Lechnica;20.41432334;49.37499246
1504;Prešovský;Kežmarok;Lendak;Lendak;20.34769488;49.25047944
1609;Prešovský;Kežmarok;Ľubica;Ľubica;20.52531422;49.13286798
1660;Prešovský;Kežmarok;Spišská Stará Ves;Lysá nad Dunajcom;20.32798587;49.39878439
1671;Prešovský;Kežmarok;Majere;Majere;20.37669439;49.39855175
1679;Prešovský;Kežmarok;Malá Franková;Malá Franková;20.29766894;49.3019655
1729;Prešovský;Kežmarok;Malý Slavkov;Malý Slavkov;20.36992564;49.14726318
1756;Prešovský;Kežmarok;Matiašovce;Matiašovce;20.35751992;49.34881811
1815;Prešovský;Kežmarok;Mlynčeky;Mlynčeky;20.39586298;49.17033262
2123;Prešovský;Kežmarok;Osturňa;Osturňa;20.23334836;49.31799575
2233;Prešovský;Kežmarok;Podhorany;Podhorany;20.47442318;49.24272376
2415;Prešovský;Kežmarok;Rakúsy;Rakúsy;20.37764618;49.19057046
2440;Prešovský;Kežmarok;Reľov;Reľov;20.39414207;49.28971297
2646;Prešovský;Kežmarok;Slovenská Ves;Slovenská Ves;20.41674495;49.2519653
2690;Prešovský;Kežmarok;Spišská Belá;Spišská Belá;20.42824034;49.19997646
2692;Prešovský;Kežmarok;Spišská Stará Ves;Spišská Stará Ves;20.35618255;49.38047574
2695;Prešovský;Kežmarok;Spišské Hanušovce;Spišské Hanušovce;20.34650695;49.32018009
2714;Prešovský;Kežmarok;Stará Lesná;Stará Lesná;20.30442363;49.13570633
2735;Prešovský;Kežmarok;Stráne pod Tatrami;Stráne pod Tatrami;20.36979016;49.16184494
2740;Prešovský;Kežmarok;Spišská Belá;Strážky;20.43509017;49.17415853
2960;Prešovský;Kežmarok;Toporec;Toporec;20.4747881;49.28385567
3050;Prešovský;Kežmarok;Tvarožná;Tvarožná;20.49062835;49.08393844
3126;Prešovský;Kežmarok;Veľká Franková;Veľká Franková;20.29600294;49.33263525
3133;Prešovský;Kežmarok;Veľká Lomnica;Veľká Lomnica;20.34645625;49.11793835
3257;Prešovský;Kežmarok;Vlková;Vlková;20.43485514;49.05763016
3258;Prešovský;Kežmarok;Vlkovce;Vlkovce;20.50165807;49.0532298
3268;Prešovský;Kežmarok;Vojňany;Vojňany;20.44229529;49.25584917
3287;Prešovský;Kežmarok;Vrbov;Vrbov;20.43583008;49.08741508
3297;Prešovský;Kežmarok;Výborná;Výborná;20.38835058;49.24241579
3376;Prešovský;Kežmarok;Zálesie;Zálesie;20.38935601;49.31950266
3466;Prešovský;Kežmarok;Žakovce;Žakovce;20.38997598;49.07168634
3544;Prešovský;Kežmarok;Ľubica;Ľubické Kúpele;20.53451928;49.14031593
3545;Prešovský;Kežmarok;Tvarožná;Ruskinovce;20.54327774;49.09696373
46;Prešovský;Levoča;Baldovce;Baldovce;20.71437136;48.9903593
94;Prešovský;Levoča;Beharovce;Beharovce;20.81872506;49.00645902
138;Prešovský;Levoča;Bijacovce;Bijacovce;20.81228881;49.04044738
274;Prešovský;Levoča;Brutovce;Brutovce;20.79073069;49.0897262
290;Prešovský;Levoča;Buglovce;Buglovce;20.69337524;48.98420138
484;Prešovský;Levoča;Dlhé Stráže;Dlhé Stráže;20.52100947;49.02777965
499;Prešovský;Levoča;Doľany;Doľany;20.64790651;49.02243294
562;Prešovský;Levoča;Domaňovce;Domaňovce;20.65168559;48.96937795
568;Prešovský;Levoča;Dravce;Dravce;20.49247526;49.02523595
608;Prešovský;Levoča;Dúbrava;Dúbrava;20.85609499;48.98410135
